unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr
100654,2012,,,,,,,
100663,2012,,,,,,,
100706,2012,,,,,,,
100724,2012,,,,,,,
100751,2012,,,,,,,
100812,2012,,,,,,,
100830,2012,,,,,,,
100858,2012,,,,,,,
100937,2012,,,,,,,
101189,2012,,,,,,,
101435,2012,,,,,,,
101480,2012,,,,,,,
101587,2012,,,,,,,
101675,2012,,,,,,,
101693,2012,,,,,,,
101709,2012,,,,,,,
101879,2012,,,,,,,
101912,2012,,,,,,,
102049,2012,,,,,,,
102058,2012,,,,,,,
102094,2012,,,,,,,
102234,2012,,,,,,,
102270,2012,,,,,,,
102298,2012,,,,,,,
102368,2012,,,,,,,
102377,2012,,,,,,,
102553,2012,,,,,,,
102614,2012,,,,,,,
102632,2012,,,,,,,
104151,2012,,,,,,,
104179,2012,,,,,,,
105330,2012,,,,,,,
106245,2012,,,,,,,
106342,2012,,,,,,,
106397,2012,,,,,,,
106412,2012,,,,,,,
106458,2012,,,,,,,
106467,2012,,,,,,,
106485,2012,,,,,,,
106704,2012,,,,,,,
107044,2012,,,,,,,
107071,2012,,,,,,,
107080,2012,,,,,,,
107141,2012,,,,,,,
107512,2012,,,,,,,
107558,2012,,,,,,,
107600,2012,,,,,,,
107877,2012,,,,,,,
107983,2012,,,,,,,
109785,2012,,,,,,,
110097,2012,,,,,,,
110361,2012,,,,,,,
110404,2012,,,,,,,
110413,2012,,,,,,,
110422,2012,,,,,,,
110486,2012,,,,,,,
110495,2012,,,,,,,
110510,2012,,,,,,,
110529,2012,,,,,,,
110538,2012,,,,,,,
110547,2012,,,,,,,
110556,2012,,,,,,,
110565,2012,,,,,,,
110574,2012,,,,,,,
110583,2012,,,,,,,
110592,2012,,,,,,,
110608,2012,,,,,,,
110617,2012,,,,,,,
110644,2012,,,,,,,
110653,2012,,,,,,,
110662,2012,,,,,,,
110671,2012,,,,,,,
110680,2012,,,,,,,
110699,2012,,,,,,,
110705,2012,,,,,,,
110714,2012,,,,,,,
111948,2012,,,,,,,
112075,2012,,,,,,,
112251,2012,,,,,,,
112260,2012,,,,,,,
113698,2012,,,,,,,
114813,2012,,,,,,,
115755,2012,,,,,,,
117140,2012,,,,,,,
117627,2012,,,,,,,
117636,2012,,,,,,,
117751,2012,,,,,,,
117946,2012,,,,,,,
118888,2012,,,,,,,
119173,2012,,,,,,,
120184,2012,,,,,,,
120254,2012,,,,,,,
120865,2012,,,,,,,
120883,2012,,,,,,,
121150,2012,,,,,,,
121257,2012,,,,,,,
121309,2012,,,,,,,
121345,2012,,,,,,,
121691,2012,,,,,,,
122409,2012,,,,,,,
122436,2012,,,,,,,
122597,2012,,,,,,,
122612,2012,,,,,,,
122755,2012,,,,,,,
122931,2012,,,,,,,
123165,2012,,,,,,,
123457,2012,,,,,,,
123554,2012,,,,,,,
123572,2012,,,,,,,
123651,2012,,,,,,,
123961,2012,,,,,,,
125727,2012,,,,,,,
125763,2012,,,,,,,
125897,2012,,,,,,,
126182,2012,,,,,,,
126562,2012,,,,,,,
126580,2012,,,,,,,
126614,2012,,,,,,,
126669,2012,,,,,,,
126678,2012,,,,,,,
126818,2012,,,,,,,
127060,2012,,,,,,,
127185,2012,,,,,,,
127556,2012,,,,,,,
127565,2012,,,,,,,
127741,2012,,,,,,,
127918,2012,,,,,,,
128106,2012,,,,,,,
128391,2012,,,,,,,
128498,2012,,,,,,,
128744,2012,,,,,,,
128771,2012,,,,,,,
128780,2012,,,,,,,
128902,2012,,,,,,,
129020,2012,,,,,,,
129215,2012,,,,,,,
129242,2012,,,,,,,
129525,2012,,,,,,,
129941,2012,,,,,,,
130226,2012,,,,,,,
130253,2012,,,,,,,
130314,2012,,,,,,,
130493,2012,,,,,,,
130590,2012,,,,,,,
130697,2012,,,,,,,
130776,2012,,,,,,,
130794,2012,,,,,,,
130934,2012,,,,,,,
130943,2012,,,,,,,
131098,2012,,,,,,,
131159,2012,,,,,,,
131283,2012,,,,,,,
131399,2012,,,,,,,
131450,2012,,,,,,,
131469,2012,,,,,,,
131496,2012,,,,,,,
131520,2012,,,,,,,
131876,2012,,,,,,,
132471,2012,,,,,,,
132602,2012,,,,,,,
132903,2012,,,,,,,
133085,2012,,,,,,,
133492,2012,,,,,,,
133526,2012,,,,,,,
133553,2012,,,,,,,
133650,2012,,,,,,,
133669,2012,,,,,,,
133711,2012,,,,,,,
133881,2012,,,,,,,
133951,2012,,,,,,,
133979,2012,,,,,,,
134079,2012,,,,,,,
134097,2012,,,,,,,
134130,2012,,,,,,,
134945,2012,,,,,,,
135726,2012,,,,,,,
136172,2012,,,,,,,
136215,2012,,,,,,,
136330,2012,,,,,,,
136950,2012,,,,,,,
137032,2012,,,,,,,
137351,2012,,,,,,,
137476,2012,,,,,,,
137546,2012,,,,,,,
137847,2012,,,,,,,
138354,2012,,,,,,,
138600,2012,,,,,,,
138716,2012,,,,,,,
138789,2012,,,,,,,
138947,2012,,,,,,,
138983,2012,,,,,,,
139144,2012,,,,,,,
139199,2012,,,,,,,
139205,2012,,,,,,,
139366,2012,,,,,,,
139393,2012,,,,,,,
139658,2012,,,,,,,
139719,2012,,,,,,,
139755,2012,,,,,,,
139764,2012,,,,,,,
139861,2012,,,,,,,
139931,2012,,,,,,,
139940,2012,,,,,,,
139959,2012,,,,,,,
140164,2012,,,,,,,
140234,2012,,,,,,,
140447,2012,,,,,,,
140553,2012,,,,,,,
140669,2012,,,,,,,
140696,2012,,,,,,,
140720,2012,,,,,,,
140818,2012,,,,,,,
140960,2012,,,,,,,
140988,2012,,,,,,,
141060,2012,,,,,,,
141185,2012,,,,,,,
141264,2012,,,,,,,
141325,2012,,,,,,,
141334,2012,,,,,,,
141486,2012,,,,,,,
141565,2012,,,,,,,
141574,2012,,,,,,,
141644,2012,,,,,,,
142115,2012,,,,,,,
142276,2012,,,,,,,
142285,2012,,,,,,,
142328,2012,,,,,,,
142461,2012,,,,,,,
143084,2012,,,,,,,
143118,2012,,,,,,,
143288,2012,,,,,,,
143358,2012,,,,,,,
144005,2012,,,,,,,
144050,2012,,,,,,,
144281,2012,,,,,,,
144351,2012,,,,,,,
144740,2012,,,,,,,
144892,2012,,,,,,,
144962,2012,,,,,,,
144971,2012,,,,,,,
145336,2012,,,,,,,
145372,2012,,,,,,,
145600,2012,,,,,,,
145619,2012,,,,,,,
145637,2012,,,,,,,
145646,2012,,,,,,,
145691,2012,,,,,,,
145813,2012,,,,,,,
146339,2012,,,,,,,
146427,2012,,,,,,,
146481,2012,,,,,,,
146612,2012,,,,,,,
146719,2012,,,,,,,
146825,2012,,,,,,,
147013,2012,,,,,,,
147244,2012,,,,,,,
147341,2012,,,,,,,
147536,2012,,,,,,,
147660,2012,,,,,,,
147679,2012,,,,,,,
147703,2012,,,,,,,
147767,2012,,,,,,,
147776,2012,,,,,,,
147828,2012,,,,,,,
148016,2012,,,,,,,
148131,2012,,,,,,,
148405,2012,,,,,,,
148487,2012,,,,,,,
148496,2012,,,,,,,
148584,2012,,,,,,,
148627,2012,,,,,,,
148654,2012,,,,,,,
149222,2012,,,,,,,
149231,2012,,,,,,,
149505,2012,,,,,,,
149772,2012,,,,,,,
149781,2012,,,,,,,
150066,2012,,,,,,,
150136,2012,,,,,,,
150145,2012,,,,,,,
150163,2012,,,,,,,
150400,2012,,,,,,,
150455,2012,,,,,,,
150534,2012,,,,,,,
150604,2012,,,,,,,
150668,2012,,,,,,,
150677,2012,,,,,,,
150756,2012,,,,,,,
150941,2012,,,,,,,
151102,2012,,,,,,,
151111,2012,,,,,,,
