unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr
141185,2002,175,106,69,88,37,51,48.11
141264,2002,1584,973,611,239,54,185,19.01
141334,2002,1617,921,696,181,41,140,15.2
141486,2002,212,154,58,23,8,15,9.74
141565,2002,404,238,166,57,17,40,16.81
141574,2002,1726,970,756,251,74,177,18.25
142276,2002,704,474,230,59,5,54,11.39
142285,2002,1619,784,835,371,153,218,27.81
142461,2002,276,169,107,87,38,49,28.99
143084,2002,601,349,252,417,158,259,74.21
143288,2002,147,75,72,44,16,28,37.33
144005,2002,438,302,136,11,2,9,2.98
144281,2002,1589,854,735,401,164,237,27.75
144740,2002,2231,1323,908,985,346,639,48.3
144892,2002,1984,1143,841,582,183,399,34.91
144962,2002,295,185,110,157,41,116,62.7
144971,2002,136,70,66,50,16,34,48.57
145600,2002,2952,1674,1278,607,248,359,21.45
145619,2002,303,165,138,150,56,94,56.97
145637,2002,6354,3120,3234,4027,1814,2213,70.93
145691,2002,306,170,136,156,60,96,56.47
145813,2002,3097,1933,1164,1279,366,913,47.23
146481,2002,358,219,139,213,71,142,64.84
146612,2002,366,161,205,132,66,66,40.99
146719,2002,1623,1069,554,821,261,560,52.39
146825,2002,127,72,55,46,14,32,44.44
147013,2002,258,135,123,127,48,79,58.52
147244,2002,634,351,283,335,117,218,62.11
147341,2002,282,147,135,150,61,89,60.54
147703,2002,3015,1585,1430,698,283,415,26.18
147767,2002,2000,1075,925,1725,759,966,89.86
147776,2002,977,589,388,27,9,18,3.06
147828,2002,553,328,225,274,95,179,54.57
148131,2002,229,112,117,88,33,55,49.11
148496,2002,192,123,69,111,29,82,66.67
148584,2002,149,86,63,49,17,32,37.21
148627,2002,375,262,113,89,24,65,24.81
149222,2002,2395,1037,1358,550,262,288,27.77
149231,2002,1629,866,763,356,126,230,26.56
149772,2002,1917,941,976,619,280,339,36.03
149781,2002,569,286,283,447,213,234,81.82
150066,2002,591,335,256,225,72,153,45.67
150136,2002,4010,2207,1803,1327,507,820,37.15
150145,2002,253,143,110,108,34,74,51.75
150163,2002,936,595,341,485,157,328,55.13
150400,2002,685,369,316,566,259,307,83.2
150534,2002,600,369,231,289,100,189,51.22
150668,2002,133,81,52,74,28,46,56.79
150941,2002,236,145,91,110,40,70,48.28
151102,2002,1409,782,627,61,24,37,4.73
151111,2002,2235,1286,949,195,63,132,10.26
151306,2002,1891,1152,739,217,50,167,14.5
151324,2002,2083,1065,1018,393,143,250,23.47
151333,2002,339,226,113,28,5,23,10.18
151342,2002,660,390,270,36,9,27,6.92
151351,2002,6987,3895,3092,3546,1471,2075,53.27
151360,2002,602,365,237,39,14,25,6.85
151379,2002,678,419,259,53,11,42,10.02
151388,2002,303,200,103,19,4,15,7.5
151777,2002,309,178,131,137,54,83,46.63
151786,2002,230,153,77,73,16,57,37.25
152080,2002,1945,935,1010,1765,909,856,91.55
152248,2002,927,474,453,36,16,20,4.22
152363,2002,276,155,121,108,34,74,47.74
152530,2002,452,244,208,322,142,180,73.77
152600,2002,715,365,350,454,197,257,70.41
153001,2002,356,192,164,184,79,105,54.69
153108,2002,425,234,191,263,103,160,68.38
153269,2002,775,459,316,360,148,212,46.19
153384,2002,368,202,166,297,132,165,81.68
153603,2002,4167,1915,2252,1399,566,833,43.5
153834,2002,608,365,243,371,135,236,64.66
154095,2002,1821,1139,682,610,194,416,36.52
155089,2002,203,121,82,35,15,20,16.53
155317,2002,4013,2181,1832,1227,477,750,34.39
155335,2002,143,79,64,37,17,20,25.32
155399,2002,3338,1652,1686,828,278,550,33.29
155520,2002,306,156,150,128,46,82,52.56
155627,2002,112,35,77,32,15,17,48.57
155937,2002,98,50,48,43,14,29,58
156213,2002,323,200,123,195,80,115,57.5
156286,2002,325,214,111,165,46,119,55.61
156295,2002,356,206,150,158,61,97,47.09
156365,2002,288,138,150,61,18,43,31.16
156541,2002,386,209,177,93,31,62,29.67
156745,2002,328,199,129,150,53,97,48.74
157058,2002,373,203,170,34,6,28,13.79
157076,2002,150,77,73,44,13,31,40.26
157085,2002,3701,1999,1702,1045,362,683,34.17
157289,2002,2209,1153,1056,428,157,271,23.5
157386,2002,1563,882,681,172,59,113,12.81
157401,2002,1467,879,588,439,130,309,35.15
157447,2002,1907,1084,823,185,66,119,10.98
157535,2002,226,129,97,40,9,31,24.03
157951,2002,2954,1714,1240,513,136,377,22
158477,2002,272,163,109,122,42,80,49.08
159009,2002,850,430,420,107,44,63,14.65
159391,2002,5170,2842,2328,1353,464,889,31.28
159647,2002,1936,947,989,500,202,298,31.47
159717,2002,1358,762,596,179,67,112,14.7
159966,2002,1404,821,583,120,27,93,11.33
160038,2002,1875,1093,782,216,80,136,12.44
160612,2002,2382,1370,1012,168,49,119,8.69
160621,2002,1176,673,503,77,14,63,9.36
160658,2002,2385,1326,1059,293,77,216,16.29
161004,2002,457,237,220,384,196,188,79.32
161226,2002,453,295,158,156,40,116,39.32
161235,2002,130,61,69,30,15,15,24.59
161244,2002,132,81,51,19,9,10,12.35
161253,2002,1651,808,843,554,246,308,38.12
161554,2002,895,519,376,118,39,79,15.22
162007,2002,566,352,214,102,24,78,22.16
162210,2002,176,104,72,17,2,15,14.42
162283,2002,578,430,148,30,3,27,6.28
162584,2002,999,492,507,220,67,153,31.1
162654,2002,365,265,100,208,48,160,60.38
162760,2002,179,172,7,108,3,105,61.05
162928,2002,1203,539,664,960,501,459,85.16
163046,2002,901,527,374,733,295,438,83.11
163268,2002,1356,572,784,437,210,227,39.69
163286,2002,3886,1961,1925,2452,1128,1324,67.52
163453,2002,1247,741,506,139,26,113,15.25
163462,2002,399,211,188,233,97,136,64.45
163851,2002,908,529,379,417,121,296,55.95
163912,2002,425,243,182,286,113,173,71.19
164076,2002,2198,1385,813,815,229,586,42.31
164173,2002,487,365,122,281,63,218,59.73
164216,2002,368,243,125,276,88,188,77.37
164270,2002,440,253,187,307,124,183,72.33
164447,2002,256,117,139,55,21,34,29.06
164492,2002,159,108,51,82,29,53,49.07
164562,2002,618,381,237,451,168,283,74.28
165015,2002,837,456,381,708,316,392,85.96
165024,2002,1272,769,503,277,72,205,26.66
165334,2002,576,357,219,387,148,239,66.95
165662,2002,656,419,237,473,179,294,70.17
165671,2002,322,258,64,179,31,148,57.36
165820,2002,496,292,204,119,41,78,26.71
165866,2002,716,500,216,193,38,155,31
165936,2002,400,266,134,248,77,171,64.29
166027,2002,1619,783,836,1422,710,712,90.93
166124,2002,669,348,321,644,300,344,98.85
166513,2002,1013,371,642,289,138,151,40.7
166629,2002,3411,1799,1612,1682,707,975,54.2
166638,2002,534,307,227,64,16,48,15.64
166683,2002,977,420,557,806,446,360,85.71
167288,2002,265,159,106,106,38,68,42.77
167987,2002,1699,825,874,452,191,261,31.64
167996,2002,566,342,224,448,160,288,84.21
168005,2002,787,481,306,307,88,219,45.53
168148,2002,1276,736,540,1094,455,639,86.82
168254,2002,682,301,381,298,151,147,48.84
168281,2002,411,255,156,316,106,210,82.35
168342,2002,539,291,248,492,226,266,91.41
168546,2002,525,293,232,330,129,201,68.6
168786,2002,346,216,130,85,25,60,27.78
169080,2002,1045,577,468,586,228,358,62.05
169798,2002,2601,1564,1037,272,91,181,11.57
169910,2002,2035,882,1153,138,67,71,8.05
170082,2002,2868,1801,1067,634,188,446,24.76
170301,2002,725,465,260,457,139,318,68.39
170532,2002,335,177,158,239,105,134,75.71
170639,2002,574,262,312,53,29,24,9.16
170976,2002,5180,2704,2476,3641,1634,2007,74.22
171100,2002,6829,3864,2965,3127,1133,1994,51.6
171128,2002,1186,267,919,306,210,96,35.96
171137,2002,735,342,393,105,48,57,16.67
171146,2002,467,269,198,52,16,36,13.38
171599,2002,238,85,153,82,42,40,47.06
172051,2002,1109,654,455,97,27,70,10.7
172699,2002,4442,2318,2124,941,381,560,24.16
173160,2002,567,348,219,370,125,245,70.4
173258,2002,499,264,235,447,203,244,92.42
173328,2002,175,89,86,57,19,38,42.7
173647,2002,645,383,262,521,216,305,79.63
173902,2002,440,241,199,370,169,201,83.4
174066,2002,5162,2762,2400,2118,869,1249,45.22
174233,2002,2025,1029,996,476,183,293,28.47
174251,2002,475,309,166,219,71,148,47.9
174491,2002,431,267,164,183,75,108,40.45
174792,2002,468,0,468,340,340,0,#NUM!
174844,2002,777,479,298,645,235,410,85.59
174899,2002,382,286,96,218,43,175,61.19
174914,2002,1095,577,518,629,280,349,60.49
175342,2002,423,249,174,86,23,63,25.3
175421,2002,266,150,116,68,19,49,32.67
175616,2002,336,200,136,58,13,45,22.5
175856,2002,1014,581,433,206,49,157,27.02
175980,2002,251,125,126,159,75,84,67.2
176017,2002,2230,1150,1080,724,271,453,39.39
176035,2002,250,223,27,61,2,59,26.46
176044,2002,269,129,140,37,14,23,17.83
176080,2002,1737,833,904,476,181,295,35.41
176406,2002,209,149,60,55,12,43,28.86
176628,2002,129,70,59,29,5,24,34.29
176947,2002,232,100,132,61,16,45,45
176965,2002,1248,668,580,306,106,200,29.94
177418,2002,183,134,49,76,16,60,44.78
178059,2002,279,194,85,132,46,86,44.33
178341,2002,614,334,280,78,27,51,15.27
178387,2002,1131,655,476,134,52,82,12.52
178396,2002,4379,2284,2095,1813,669,1144,50.09
178402,2002,747,454,293,128,41,87,19.16
178411,2002,785,150,635,175,128,47,31.33
178420,2002,426,234,192,96,29,67,28.63
178615,2002,1441,872,569,654,227,427,48.97
179043,2002,214,133,81,119,44,75,56.39
179159,2002,1409,762,647,867,366,501,65.75
179557,2002,1457,858,599,361,105,256,29.84
179566,2002,2702,1609,1093,720,205,515,32.01
179867,2002,1329,699,630,1127,513,614,87.84
179894,2002,385,226,159,178,67,111,49.12
179946,2002,207,93,114,100,48,52,55.91
180179,2002,542,357,185,48,9,39,10.92
180461,2002,1924,833,1091,307,130,177,21.25
180522,2002,185,87,98,23,13,10,11.49
180984,2002,319,175,144,130,41,89,50.86
181002,2002,802,488,314,534,191,343,70.29
181020,2002,273,142,131,178,84,94,66.2
181127,2002,276,132,144,148,57,91,68.94
181215,2002,1022,574,448,216,69,147,25.61
181394,2002,1601,851,750,199,77,122,14.34
181446,2002,336,187,149,157,70,87,46.52
181464,2002,3615,1878,1737,919,358,561,29.87
181534,2002,171,85,86,29,10,19,22.35
181783,2002,602,325,277,155,66,89,27.38
182281,2002,2383,1373,1010,293,80,213,15.51
182290,2002,2066,1137,929,308,102,206,18.12
182634,2002,270,172,98,133,54,79,45.93
182795,2002,505,252,253,197,88,109,43.25
183062,2002,1170,668,502,333,119,214,32.04
183080,2002,940,447,493,279,120,159,35.57
183239,2002,570,330,240,406,148,258,78.18
183822,2002,339,216,123,57,15,42,19.44
183974,2002,236,147,89,97,27,70,47.62
184348,2002,396,231,165,281,110,171,74.03
184603,2002,474,281,193,87,34,53,18.86
184612,2002,208,151,57,45,8,37,24.5
184782,2002,1257,637,620,542,224,318,49.92
185129,2002,566,293,273,34,9,25,8.53
185572,2002,948,521,427,351,116,235,45.11
185590,2002,1470,881,589,410,117,293,33.26
185828,2002,658,113,545,106,81,25,22.12
186131,2002,1164,557,607,1049,542,507,91.02
186201,2002,684,420,264,363,109,254,60.48
186283,2002,958,542,416,439,173,266,49.08
186584,2002,1157,607,550,523,232,291,47.94
186876,2002,794,436,358,338,131,207,47.48
187134,2002,1231,738,493,834,288,546,73.98
187444,2002,1286,715,571,208,59,149,20.84
187985,2002,2758,1565,1193,314,100,214,13.67
188030,2002,1977,1111,866,257,78,179,16.11
188429,2002,666,463,203,373,97,276,59.61
188641,2002,474,223,251,247,111,136,60.99
190044,2002,723,164,559,391,296,95,57.93
190099,2002,728,386,342,629,292,337,87.31
190150,2002,1386,636,750,1168,630,538,84.59
190248,2002,135,75,60,43,16,27,36
190415,2002,2999,1530,1469,2605,1253,1352,88.37
190512,2002,1654,830,824,554,217,337,40.6
190549,2002,1194,679,515,235,78,157,23.12
190558,2002,1743,905,838,66,25,41,4.53
190567,2002,961,435,526,65,28,37,8.51
190594,2002,1445,1010,435,256,50,206,20.4
190637,2002,729,485,244,73,21,52,10.72
190664,2002,1178,693,485,325,90,235,33.91
190691,2002,563,385,178,34,8,26,6.75
190725,2002,316,246,70,84,16,68,27.64
191241,2002,1694,1020,674,1263,478,785,76.96
191515,2002,492,252,240,418,195,223,88.49
191533,2002,375,224,151,165,56,109,48.66
191630,2002,532,283,249,367,151,216,76.33
191649,2002,1764,912,852,693,254,439,48.14
191676,2002,289,201,88,187,54,133,66.17
191931,2002,731,379,352,337,123,214,56.46
191968,2002,1515,896,619,1083,441,642,71.65
192192,2002,195,138,57,81,21,60,43.48
192323,2002,561,333,228,388,144,244,73.27
192439,2002,776,561,215,48,9,39,6.95
192703,2002,769,401,368,501,228,273,68.08
192749,2002,420,287,133,212,50,162,56.45
192819,2002,956,576,380,693,252,441,76.56
192925,2002,308,204,104,69,25,44,21.57
193016,2002,680,425,255,69,14,55,12.94
193292,2002,229,168,61,77,19,58,34.52
193353,2002,361,261,100,151,33,118,45.21
193399,2002,326,239,87,128,21,107,44.77
193584,2002,385,292,93,230,49,181,61.99
193645,2002,850,733,117,151,12,139,18.96
193654,2002,605,415,190,328,89,239,57.59
193900,2002,4126,2577,1549,2564,963,1601,62.13
193973,2002,735,440,295,409,148,261,59.32
194161,2002,295,183,112,109,40,69,37.7
194310,2002,1508,916,592,592,190,402,43.89
194824,2002,1047,263,784,672,490,182,69.2
195003,2002,2327,614,1713,563,299,264,43
195030,2002,1055,492,563,776,392,384,78.05
195164,2002,584,295,289,300,136,164,55.59
195173,2002,454,238,216,153,61,92,38.66
195216,2002,615,316,299,443,197,246,77.85
195234,2002,526,391,135,303,65,238,60.87
195243,2002,329,191,138,130,38,92,48.17
195304,2002,323,249,74,205,56,149,59.84
195474,2002,677,405,272,497,185,312,77.04
195526,2002,634,383,251,494,191,303,79.11
195544,2002,109,92,17,78,11,67,72.83
195809,2002,2954,1736,1218,1001,347,654,37.67
196413,2002,2894,1676,1218,2021,793,1228,73.27
196592,2002,1877,1306,571,159,40,119,9.11
197045,2002,451,226,225,180,73,107,47.35
197133,2002,632,377,255,552,217,335,88.86
197869,2002,2412,1261,1151,964,385,579,45.92
197984,2002,223,136,87,64,20,44,32.35
198385,2002,468,243,225,430,201,229,94.24
198464,2002,3561,2117,1444,968,294,674,31.84
198507,2002,458,270,188,108,16,92,34.07
198516,2002,1192,736,456,856,308,548,74.46
198835,2002,319,161,158,145,69,76,47.2
198969,2002,395,118,277,58,20,38,32.2
199102,2002,2025,1043,982,299,90,209,20.04
199111,2002,421,250,171,140,41,99,39.6
199120,2002,3455,2053,1402,2513,935,1578,76.86
199139,2002,2383,1234,1149,577,204,373,30.23
199148,2002,2071,1420,651,570,118,452,31.83
199157,2002,821,542,279,191,42,149,27.49
199193,2002,3713,1561,2152,1391,580,811,51.95
199218,2002,1629,1014,615,733,209,524,51.68
199281,2002,709,376,333,101,38,63,16.76
199306,2002,166,97,69,71,29,42,43.3
199412,2002,193,150,43,111,24,87,58
199582,2002,449,183,266,25,13,12,6.56
199643,2002,526,240,286,67,26,41,17.08
199847,2002,999,509,490,832,393,439,86.25
199962,2002,374,197,177,167,62,105,53.3
199999,2002,670,471,199,121,28,93,19.75
200004,2002,1216,627,589,344,127,217,34.61
200059,2002,368,193,175,32,8,24,12.44
200156,2002,332,176,156,98,29,69,39.2
200217,2002,402,240,162,168,44,124,51.67
200226,2002,135,79,56,32,4,28,35.44
200253,2002,476,268,208,62,11,51,19.03
200280,2002,1987,935,1052,438,205,233,24.92
200332,2002,1803,785,1018,387,186,201,25.61
200572,2002,153,72,81,41,21,20,27.78
201104,2002,559,373,186,258,60,198,53.08
201371,2002,262,141,121,135,55,80,56.74
201548,2002,563,330,233,296,104,192,58.18
201645,2002,835,322,513,482,264,218,67.7
201690,2002,378,207,171,51,14,37,17.87
202134,2002,946,463,483,80,39,41,8.86
202480,2002,1644,797,847,944,390,554,69.51
202523,2002,633,338,295,469,192,277,81.95
202763,2002,651,386,265,276,98,178,46.11
203085,2002,278,160,118,103,34,69,43.12
203128,2002,233,126,107,132,52,80,63.49
203368,2002,843,456,387,599,256,343,75.22
203517,2002,3640,2232,1408,892,283,609,27.28
203535,2002,440,246,194,376,158,218,88.62
203580,2002,133,102,31,38,4,34,33.33
203775,2002,348,219,129,148,54,94,42.92
203845,2002,263,129,134,120,49,71,55.04
204024,2002,3614,1998,1616,2461,1008,1453,72.72
204185,2002,579,299,280,299,115,184,61.54
204194,2002,332,203,129,129,48,81,39.9
204617,2002,251,163,88,94,34,60,36.81
204796,2002,5936,2945,2991,2511,989,1522,51.68
204857,2002,3628,2068,1560,1832,670,1162,56.19
206330,2002,150,51,99,22,11,11,21.57
206589,2002,514,281,233,354,140,214,76.16
206604,2002,2169,1225,944,407,128,279,22.78
206622,2002,757,424,333,518,224,294,69.34
206695,2002,1944,1058,886,234,76,158,14.93
206914,2002,583,330,253,39,17,22,6.67
207209,2002,492,248,244,31,8,23,9.27
207306,2002,298,164,134,56,19,37,22.56
207324,2002,405,215,190,93,43,50,23.26
207388,2002,3206,1698,1508,939,327,612,36.04
207500,2002,3749,1940,1809,973,350,623,32.11
207722,2002,280,186,94,44,11,33,17.74
207847,2002,577,287,290,64,29,35,12.2
207865,2002,926,486,440,121,46,75,15.43
208822,2002,319,204,115,171,60,111,54.41
209056,2002,503,309,194,339,123,216,69.9
209065,2002,425,245,180,258,92,166,67.76
209542,2002,2864,1437,1427,906,319,587,40.85
209551,2002,3272,1834,1438,1353,500,853,46.51
209612,2002,275,166,109,171,64,107,64.46
209807,2002,1177,632,545,153,43,110,17.41
209922,2002,307,160,147,182,79,103,64.38
210146,2002,787,412,375,166,56,110,26.7
210401,2002,353,181,172,210,92,118,65.19
210429,2002,769,466,303,142,36,106,22.75
210571,2002,453,250,203,254,104,150,60
210669,2002,536,271,265,374,165,209,77.12
210775,2002,242,153,89,89,29,60,39.22
211088,2002,399,308,91,237,55,182,59.09
211158,2002,1478,938,540,650,169,481,51.28
211291,2002,914,455,459,764,371,393,86.37
211352,2002,408,277,131,191,53,138,49.82
211361,2002,893,464,429,224,95,129,27.8
211431,2002,238,231,7,79,0,79,34.2
211440,2002,1364,542,822,957,557,400,73.8
211468,2002,185,185,0,89,0,89,48.11
211556,2002,108,108,0,49,0,49,45.37
211583,2002,105,104,1,27,0,27,25.96
211608,2002,247,132,115,25,5,20,15.15
211644,2002,1249,745,504,367,117,250,33.56
211981,2002,406,204,202,159,59,100,49.02
212009,2002,572,328,244,459,185,274,83.54
212054,2002,1937,709,1228,374,150,224,31.59
212106,2002,1429,875,554,748,253,495,56.57
212115,2002,1123,587,536,314,100,214,36.46
212133,2002,405,288,117,211,49,162,56.25
212160,2002,1372,788,584,297,86,211,26.78
212197,2002,456,304,152,293,85,208,68.42
212577,2002,534,248,286,388,189,199,80.24
212601,2002,536,311,225,255,80,175,56.27
212832,2002,261,211,50,62,18,44,20.85
212911,2002,312,168,144,283,128,155,92.26
213020,2002,2666,1536,1130,697,207,490,31.9
213251,2002,375,215,160,285,119,166,77.21
213321,2002,409,195,214,263,125,138,70.77
213349,2002,1726,1027,699,498,141,357,34.76
213358,2002,295,175,120,117,43,74,42.29
213367,2002,837,456,381,445,173,272,59.65
213385,2002,580,267,313,498,263,235,88.01
213507,2002,422,234,188,266,99,167,71.37
213543,2002,1143,442,701,822,461,361,81.67
213613,2002,1038,646,392,305,89,216,33.44
213668,2002,373,195,178,234,100,134,68.72
213783,2002,654,381,273,171,48,123,32.28
213826,2002,310,238,72,164,29,135,56.72
213996,2002,763,475,288,526,168,358,75.37
214041,2002,1270,748,522,463,158,305,40.78
214069,2002,347,239,108,201,59,142,59.41
214157,2002,372,214,158,264,102,162,75.7
214175,2002,547,300,247,445,191,254,84.67
214272,2002,363,228,135,114,25,89,39.04
214777,2002,5935,2911,3024,3558,1554,2004,68.84
215062,2002,2373,1183,1190,2096,1030,1066,90.11
215743,2002,281,154,127,122,47,75,48.7
215798,2002,322,159,163,209,102,107,67.3
215929,2002,958,569,389,702,258,444,78.03
216010,2002,1507,831,676,721,270,451,54.27
216038,2002,1421,796,625,416,139,277,34.8
216287,2002,371,189,182,326,155,171,90.48
216339,2002,3467,2034,1433,1170,394,776,38.15
216524,2002,427,212,215,301,134,167,78.77
216694,2002,297,141,156,142,50,92,65.25
216764,2002,1766,1104,662,642,168,474,42.93
216807,2002,350,235,115,208,56,152,64.68
216852,2002,716,327,389,284,119,165,50.46
216931,2002,471,239,232,224,101,123,51.46
217059,2002,921,521,400,373,138,235,45.11
217156,2002,1451,817,634,1213,505,708,86.66
217402,2002,877,540,337,734,274,460,85.19
217536,2002,523,378,145,334,93,241,63.76
217776,2002,141,76,65,36,11,25,32.89
217819,2002,1991,1333,658,941,253,688,51.61
217882,2002,2463,1214,1249,1231,462,769,63.34
217998,2002,165,100,65,87,25,62,62
218061,2002,734,431,303,142,48,94,21.81
218229,2002,526,335,191,117,25,92,27.46
218238,2002,180,83,97,26,12,14,16.87
218399,2002,289,175,114,51,11,40,22.86
218414,2002,250,94,156,70,33,37,39.36
218663,2002,3500,1909,1591,1557,594,963,50.45
218724,2002,1072,523,549,236,104,132,25.24
218733,2002,717,401,316,174,45,129,32.17
218742,2002,647,414,233,119,19,100,24.15
218973,2002,297,170,127,234,95,139,81.76
219000,2002,416,259,157,208,74,134,51.74
219046,2002,537,334,203,43,11,32,9.58
219082,2002,273,111,162,45,22,23,20.72
219198,2002,137,104,33,44,7,37,35.58
219259,2002,376,214,162,51,12,39,18.22
219356,2002,1767,864,903,348,140,208,24.07
219471,2002,976,544,432,186,74,112,20.59
219602,2002,986,636,350,126,37,89,13.99
219709,2002,524,320,204,264,91,173,54.06
219718,2002,139,53,86,16,5,11,20.75
219949,2002,164,74,90,35,6,29,39.19
220075,2002,1473,831,642,262,76,186,22.38
220215,2002,414,231,183,181,73,108,46.75
220613,2002,705,423,282,195,60,135,31.91
220631,2002,151,109,42,33,8,25,22.94
220710,2002,246,127,119,103,44,59,46.46
