unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr
100654,2016,,,,,,,
100663,2016,,,,,,,
100706,2016,,,,,,,
100724,2016,,,,,,,
100751,2016,,,,,,,
100812,2016,,,,,,,
100830,2016,,,,,,,
100858,2016,,,,,,,
100937,2016,,,,,,,
101189,2016,,,,,,,
101435,2016,,,,,,,
101480,2016,,,,,,,
101587,2016,,,,,,,
101675,2016,,,,,,,
101693,2016,,,,,,,
101709,2016,,,,,,,
101879,2016,,,,,,,
101912,2016,,,,,,,
102049,2016,,,,,,,
102058,2016,,,,,,,
102094,2016,,,,,,,
102234,2016,,,,,,,
102270,2016,,,,,,,
102298,2016,,,,,,,
102368,2016,,,,,,,
102377,2016,,,,,,,
102553,2016,,,,,,,
102614,2016,,,,,,,
102632,2016,,,,,,,
104151,2016,,,,,,,
104179,2016,,,,,,,
105330,2016,,,,,,,
106245,2016,,,,,,,
106342,2016,,,,,,,
106397,2016,,,,,,,
106412,2016,,,,,,,
106458,2016,,,,,,,
106467,2016,,,,,,,
106485,2016,,,,,,,
106704,2016,,,,,,,
107044,2016,,,,,,,
107071,2016,,,,,,,
107080,2016,,,,,,,
107141,2016,,,,,,,
107512,2016,,,,,,,
107558,2016,,,,,,,
107600,2016,,,,,,,
107877,2016,,,,,,,
107983,2016,,,,,,,
109785,2016,,,,,,,
110097,2016,,,,,,,
110361,2016,,,,,,,
110404,2016,,,,,,,
110413,2016,,,,,,,
110422,2016,,,,,,,
110486,2016,,,,,,,
110495,2016,,,,,,,
110510,2016,,,,,,,
110529,2016,,,,,,,
110538,2016,,,,,,,
110547,2016,,,,,,,
110556,2016,,,,,,,
110565,2016,,,,,,,
110574,2016,,,,,,,
110583,2016,,,,,,,
110592,2016,,,,,,,
110608,2016,,,,,,,
110617,2016,,,,,,,
110644,2016,,,,,,,
110653,2016,,,,,,,
110662,2016,,,,,,,
110671,2016,,,,,,,
110680,2016,,,,,,,
110699,2016,,,,,,,
110705,2016,,,,,,,
110714,2016,,,,,,,
111948,2016,,,,,,,
112075,2016,,,,,,,
112251,2016,,,,,,,
112260,2016,,,,,,,
113698,2016,,,,,,,
114813,2016,,,,,,,
115755,2016,,,,,,,
117140,2016,,,,,,,
117627,2016,,,,,,,
117636,2016,,,,,,,
117751,2016,,,,,,,
117946,2016,,,,,,,
118888,2016,,,,,,,
119173,2016,,,,,,,
120184,2016,,,,,,,
120254,2016,,,,,,,
120865,2016,,,,,,,
120883,2016,,,,,,,
121150,2016,,,,,,,
121257,2016,,,,,,,
121309,2016,,,,,,,
121345,2016,,,,,,,
121691,2016,,,,,,,
122409,2016,,,,,,,
122436,2016,,,,,,,
122597,2016,,,,,,,
122612,2016,,,,,,,
122755,2016,,,,,,,
122931,2016,,,,,,,
123165,2016,,,,,,,
123457,2016,,,,,,,
123554,2016,,,,,,,
123572,2016,,,,,,,
123651,2016,,,,,,,
123961,2016,,,,,,,
125727,2016,,,,,,,
125763,2016,,,,,,,
125897,2016,,,,,,,
126182,2016,,,,,,,
126562,2016,,,,,,,
126580,2016,,,,,,,
126614,2016,,,,,,,
126669,2016,,,,,,,
126678,2016,,,,,,,
126818,2016,,,,,,,
127060,2016,,,,,,,
127185,2016,,,,,,,
127556,2016,,,,,,,
127565,2016,,,,,,,
127741,2016,,,,,,,
127918,2016,,,,,,,
128106,2016,,,,,,,
128391,2016,,,,,,,
128498,2016,,,,,,,
128744,2016,,,,,,,
128771,2016,,,,,,,
128780,2016,,,,,,,
128902,2016,,,,,,,
129020,2016,,,,,,,
129215,2016,,,,,,,
129242,2016,,,,,,,
129525,2016,,,,,,,
129941,2016,,,,,,,
130226,2016,,,,,,,
130253,2016,,,,,,,
130314,2016,,,,,,,
130493,2016,,,,,,,
130590,2016,,,,,,,
130697,2016,,,,,,,
130776,2016,,,,,,,
130794,2016,,,,,,,
130934,2016,,,,,,,
130943,2016,,,,,,,
131098,2016,,,,,,,
131159,2016,,,,,,,
131283,2016,,,,,,,
131399,2016,,,,,,,
131450,2016,,,,,,,
131469,2016,,,,,,,
131496,2016,,,,,,,
131520,2016,,,,,,,
131876,2016,,,,,,,
132471,2016,,,,,,,
132602,2016,,,,,,,
132903,2016,,,,,,,
133492,2016,,,,,,,
133526,2016,,,,,,,
133553,2016,,,,,,,
133650,2016,,,,,,,
133669,2016,,,,,,,
133711,2016,,,,,,,
133881,2016,,,,,,,
133951,2016,,,,,,,
133979,2016,,,,,,,
134079,2016,,,,,,,
134097,2016,,,,,,,
134130,2016,,,,,,,
134945,2016,,,,,,,
135726,2016,,,,,,,
136172,2016,,,,,,,
136215,2016,,,,,,,
136330,2016,,,,,,,
136950,2016,,,,,,,
137032,2016,,,,,,,
137351,2016,,,,,,,
137476,2016,,,,,,,
137546,2016,,,,,,,
137847,2016,,,,,,,
138354,2016,,,,,,,
138600,2016,,,,,,,
138716,2016,,,,,,,
138789,2016,,,,,,,
138947,2016,,,,,,,
139144,2016,,,,,,,
139199,2016,,,,,,,
139205,2016,,,,,,,
139366,2016,,,,,,,
139393,2016,,,,,,,
139658,2016,,,,,,,
139719,2016,,,,,,,
139755,2016,,,,,,,
139764,2016,,,,,,,
139861,2016,,,,,,,
139931,2016,,,,,,,
139940,2016,,,,,,,
139959,2016,,,,,,,
140234,2016,,,,,,,
140447,2016,,,,,,,
140553,2016,,,,,,,
140696,2016,,,,,,,
140720,2016,,,,,,,
140818,2016,,,,,,,
140960,2016,,,,,,,
140988,2016,,,,,,,
141060,2016,,,,,,,
141185,2016,,,,,,,
141264,2016,,,,,,,
141325,2016,,,,,,,
141334,2016,,,,,,,
141486,2016,,,,,,,
141565,2016,,,,,,,
141574,2016,,,,,,,
141644,2016,,,,,,,
142115,2016,,,,,,,
142276,2016,,,,,,,
142285,2016,,,,,,,
142328,2016,,,,,,,
142461,2016,,,,,,,
143084,2016,,,,,,,
143118,2016,,,,,,,
143288,2016,,,,,,,
143358,2016,,,,,,,
144005,2016,,,,,,,
144050,2016,,,,,,,
144281,2016,,,,,,,
144351,2016,,,,,,,
144740,2016,,,,,,,
144892,2016,,,,,,,
144962,2016,,,,,,,
144971,2016,,,,,,,
145336,2016,,,,,,,
145372,2016,,,,,,,
145600,2016,,,,,,,
145619,2016,,,,,,,
145637,2016,,,,,,,
145646,2016,,,,,,,
145691,2016,,,,,,,
145813,2016,,,,,,,
146339,2016,,,,,,,
146427,2016,,,,,,,
146481,2016,,,,,,,
146612,2016,,,,,,,
146719,2016,,,,,,,
146825,2016,,,,,,,
147013,2016,,,,,,,
147244,2016,,,,,,,
147341,2016,,,,,,,
147536,2016,,,,,,,
147660,2016,,,,,,,
147679,2016,,,,,,,
147703,2016,,,,,,,
147767,2016,,,,,,,
147776,2016,,,,,,,
147828,2016,,,,,,,
148016,2016,,,,,,,
148131,2016,,,,,,,
148405,2016,,,,,,,
148487,2016,,,,,,,
148496,2016,,,,,,,
148584,2016,,,,,,,
148627,2016,,,,,,,
148654,2016,,,,,,,
149222,2016,,,,,,,
149231,2016,,,,,,,
149505,2016,,,,,,,
149772,2016,,,,,,,
149781,2016,,,,,,,
150066,2016,,,,,,,
150136,2016,,,,,,,
150145,2016,,,,,,,
150163,2016,,,,,,,
150400,2016,,,,,,,
150455,2016,,,,,,,
150534,2016,,,,,,,
150604,2016,,,,,,,
150668,2016,,,,,,,
150677,2016,,,,,,,
150756,2016,,,,,,,
150941,2016,,,,,,,
151102,2016,,,,,,,
151111,2016,,,,,,,
151263,2016,,,,,,,
151306,2016,,,,,,,
151324,2016,,,,,,,
151333,2016,,,,,,,
151342,2016,,,,,,,
151351,2016,,,,,,,
151360,2016,,,,,,,
151379,2016,,,,,,,
151388,2016,,,,,,,
151777,2016,,,,,,,
151786,2016,,,,,,,
151801,2016,,,,,,,
152080,2016,,,,,,,
152099,2016,,,,,,,
152248,2016,,,,,,,
152336,2016,,,,,,,
152363,2016,,,,,,,
152390,2016,,,,,,,
152530,2016,,,,,,,
152567,2016,,,,,,,
152600,2016,,,,,,,
152673,2016,,,,,,,
152992,2016,,,,,,,
153001,2016,,,,,,,
153108,2016,,,,,,,
153126,2016,,,,,,,
153144,2016,,,,,,,
153162,2016,,,,,,,
153250,2016,,,,,,,
153269,2016,,,,,,,
153278,2016,,,,,,,
153375,2016,,,,,,,
153384,2016,,,,,,,
153603,2016,,,,,,,
153621,2016,,,,,,,
153658,2016,,,,,,,
153825,2016,,,,,,,
153834,2016,,,,,,,
154004,2016,,,,,,,
154013,2016,,,,,,,
154095,2016,,,,,,,
154101,2016,,,,,,,
154235,2016,,,,,,,
154350,2016,,,,,,,
154493,2016,,,,,,,
154527,2016,,,,,,,
154590,2016,,,,,,,
154688,2016,,,,,,,
154712,2016,,,,,,,
154721,2016,,,,,,,
154749,2016,,,,,,,
155025,2016,,,,,,,
155061,2016,,,,,,,
155089,2016,,,,,,,
155317,2016,,,,,,,
155335,2016,,,,,,,
155399,2016,,,,,,,
155414,2016,,,,,,,
155511,2016,,,,,,,
155520,2016,,,,,,,
155627,2016,,,,,,,
155681,2016,,,,,,,
155900,2016,,,,,,,
155937,2016,,,,,,,
155973,2016,,,,,,,
156082,2016,,,,,,,
156125,2016,,,,,,,
156189,2016,,,,,,,
156213,2016,,,,,,,
156286,2016,,,,,,,
156295,2016,,,,,,,
156365,2016,,,,,,,
156408,2016,,,,,,,
156541,2016,,,,,,,
156620,2016,,,,,,,
156745,2016,,,,,,,
157058,2016,,,,,,,
157076,2016,,,,,,,
157085,2016,,,,,,,
157100,2016,,,,,,,
157216,2016,,,,,,,
157289,2016,,,,,,,
157386,2016,,,,,,,
157401,2016,,,,,,,
157447,2016,,,,,,,
157535,2016,,,,,,,
157809,2016,,,,,,,
157818,2016,,,,,,,
157951,2016,,,,,,,
158477,2016,,,,,,,
158802,2016,,,,,,,
159009,2016,,,,,,,
159391,2016,,,,,,,
