unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr
100654,2011,,,,,,,
100663,2011,,,,,,,
100706,2011,,,,,,,
100724,2011,,,,,,,
100751,2011,,,,,,,
100812,2011,,,,,,,
100830,2011,,,,,,,
100858,2011,,,,,,,
100937,2011,,,,,,,
101189,2011,,,,,,,
101435,2011,,,,,,,
101480,2011,,,,,,,
101587,2011,,,,,,,
101675,2011,,,,,,,
101693,2011,,,,,,,
101709,2011,,,,,,,
101879,2011,,,,,,,
101912,2011,,,,,,,
102049,2011,,,,,,,
102058,2011,,,,,,,
102094,2011,,,,,,,
102234,2011,,,,,,,
102270,2011,,,,,,,
102298,2011,,,,,,,
102368,2011,,,,,,,
102377,2011,,,,,,,
102553,2011,,,,,,,
102614,2011,,,,,,,
102632,2011,,,,,,,
104151,2011,,,,,,,
104179,2011,,,,,,,
105330,2011,,,,,,,
106245,2011,,,,,,,
106342,2011,,,,,,,
106397,2011,,,,,,,
106412,2011,,,,,,,
106458,2011,,,,,,,
106467,2011,,,,,,,
106485,2011,,,,,,,
106704,2011,,,,,,,
107044,2011,,,,,,,
107071,2011,,,,,,,
107080,2011,,,,,,,
107141,2011,,,,,,,
107512,2011,,,,,,,
107558,2011,,,,,,,
107600,2011,,,,,,,
107877,2011,,,,,,,
107983,2011,,,,,,,
109785,2011,,,,,,,
110097,2011,,,,,,,
110361,2011,,,,,,,
110404,2011,,,,,,,
110413,2011,,,,,,,
110422,2011,,,,,,,
110486,2011,,,,,,,
110495,2011,,,,,,,
110510,2011,,,,,,,
110529,2011,,,,,,,
110538,2011,,,,,,,
110547,2011,,,,,,,
110556,2011,,,,,,,
110565,2011,,,,,,,
110574,2011,,,,,,,
110583,2011,,,,,,,
110592,2011,,,,,,,
110608,2011,,,,,,,
110617,2011,,,,,,,
110644,2011,,,,,,,
110653,2011,,,,,,,
110662,2011,,,,,,,
110671,2011,,,,,,,
110680,2011,,,,,,,
110699,2011,,,,,,,
110705,2011,,,,,,,
110714,2011,,,,,,,
111948,2011,,,,,,,
112075,2011,,,,,,,
112251,2011,,,,,,,
112260,2011,,,,,,,
113698,2011,,,,,,,
114813,2011,,,,,,,
115755,2011,,,,,,,
117140,2011,,,,,,,
117627,2011,,,,,,,
117636,2011,,,,,,,
117751,2011,,,,,,,
117946,2011,,,,,,,
118888,2011,,,,,,,
119173,2011,,,,,,,
120184,2011,,,,,,,
120254,2011,,,,,,,
120865,2011,,,,,,,
120883,2011,,,,,,,
121150,2011,,,,,,,
121257,2011,,,,,,,
121309,2011,,,,,,,
121345,2011,,,,,,,
121691,2011,,,,,,,
122409,2011,,,,,,,
122436,2011,,,,,,,
122597,2011,,,,,,,
122612,2011,,,,,,,
122755,2011,,,,,,,
122931,2011,,,,,,,
123165,2011,,,,,,,
123457,2011,,,,,,,
123554,2011,,,,,,,
123572,2011,,,,,,,
123651,2011,,,,,,,
123961,2011,,,,,,,
125727,2011,,,,,,,
125763,2011,,,,,,,
125897,2011,,,,,,,
126182,2011,,,,,,,
126562,2011,,,,,,,
126580,2011,,,,,,,
126614,2011,,,,,,,
126669,2011,,,,,,,
126678,2011,,,,,,,
126818,2011,,,,,,,
127060,2011,,,,,,,
127185,2011,,,,,,,
127556,2011,,,,,,,
127565,2011,,,,,,,
127741,2011,,,,,,,
127918,2011,,,,,,,
128106,2011,,,,,,,
128391,2011,,,,,,,
128498,2011,,,,,,,
128744,2011,,,,,,,
128771,2011,,,,,,,
128780,2011,,,,,,,
128902,2011,,,,,,,
129020,2011,,,,,,,
129215,2011,,,,,,,
129242,2011,,,,,,,
129525,2011,,,,,,,
129941,2011,,,,,,,
130226,2011,,,,,,,
130253,2011,,,,,,,
130314,2011,,,,,,,
130493,2011,,,,,,,
130590,2011,,,,,,,
130697,2011,,,,,,,
130776,2011,,,,,,,
130794,2011,,,,,,,
130934,2011,,,,,,,
130943,2011,,,,,,,
131098,2011,,,,,,,
131159,2011,,,,,,,
131283,2011,,,,,,,
131399,2011,,,,,,,
131450,2011,,,,,,,
131469,2011,,,,,,,
131496,2011,,,,,,,
131520,2011,,,,,,,
131876,2011,,,,,,,
132471,2011,,,,,,,
132602,2011,,,,,,,
132903,2011,,,,,,,
133085,2011,,,,,,,
133492,2011,,,,,,,
133526,2011,,,,,,,
133553,2011,,,,,,,
133650,2011,,,,,,,
133669,2011,,,,,,,
133711,2011,,,,,,,
133881,2011,,,,,,,
133951,2011,,,,,,,
133979,2011,,,,,,,
134079,2011,,,,,,,
134097,2011,,,,,,,
134130,2011,,,,,,,
134945,2011,,,,,,,
135726,2011,,,,,,,
136172,2011,,,,,,,
136215,2011,,,,,,,
136330,2011,,,,,,,
136950,2011,,,,,,,
137032,2011,,,,,,,
137351,2011,,,,,,,
137476,2011,,,,,,,
137546,2011,,,,,,,
137847,2011,,,,,,,
138354,2011,,,,,,,
138600,2011,,,,,,,
138716,2011,,,,,,,
138789,2011,,,,,,,
138947,2011,,,,,,,
138983,2011,,,,,,,
139144,2011,,,,,,,
139199,2011,,,,,,,
139205,2011,,,,,,,
139366,2011,,,,,,,
139393,2011,,,,,,,
139658,2011,,,,,,,
139719,2011,,,,,,,
139755,2011,,,,,,,
139764,2011,,,,,,,
139861,2011,,,,,,,
139931,2011,,,,,,,
139940,2011,,,,,,,
139959,2011,,,,,,,
140164,2011,,,,,,,
140234,2011,,,,,,,
140447,2011,,,,,,,
140553,2011,,,,,,,
