unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr
201690,2000,307,173,134,39,5,34,19.65
202134,2000,934,471,463,103,42,61,12.95
202480,2000,1764,932,832,1055,431,624,66.95
202523,2000,648,370,278,484,198,286,77.3
202763,2000,684,399,285,257,87,170,42.61
203085,2000,277,137,140,121,39,82,59.85
203128,2000,244,139,105,128,54,74,53.24
203368,2000,830,467,363,543,214,329,70.45
203517,2000,3556,2184,1372,748,226,522,23.9
203535,2000,436,227,209,371,168,203,89.43
203580,2000,86,63,23,26,6,20,31.75
203775,2000,388,240,148,157,49,108,45
203845,2000,303,141,162,154,75,79,56.03
204024,2000,3359,1947,1412,2271,870,1401,71.96
204185,2000,555,315,240,277,93,184,58.41
204194,2000,365,228,137,139,39,100,43.86
204617,2000,179,118,61,48,15,33,27.97
204796,2000,5831,3008,2823,2282,851,1431,47.57
204857,2000,3586,2041,1545,1693,588,1105,54.14
206330,2000,215,84,131,38,19,19,22.62
206589,2000,501,258,243,331,137,194,75.19
206604,2000,2124,1217,907,403,117,286,23.5
206622,2000,776,436,340,515,223,292,66.97
206695,2000,1853,943,910,220,95,125,13.26
206914,2000,620,339,281,68,24,44,12.98
207209,2000,690,328,362,40,14,26,7.93
207306,2000,329,159,170,46,15,31,19.5
207324,2000,449,226,223,100,45,55,24.34
207388,2000,2953,1615,1338,802,272,530,32.82
207500,2000,3326,1760,1566,791,268,523,29.72
207722,2000,206,135,71,29,6,23,17.04
207847,2000,509,261,248,54,21,33,12.64
207865,2000,815,464,351,135,27,108,23.28
208822,2000,352,205,147,209,81,128,62.44
209056,2000,426,263,163,251,91,160,60.84
209065,2000,434,228,206,281,113,168,73.68
209542,2000,2652,1250,1402,770,311,459,36.72
209551,2000,2809,1527,1282,1089,384,705,46.17
209612,2000,303,198,105,158,58,100,50.51
209807,2000,915,480,435,133,50,83,17.29
209922,2000,358,202,156,204,79,125,61.88
210146,2000,681,390,291,130,45,85,21.79
210401,2000,506,292,214,336,124,212,72.6
210429,2000,825,524,301,176,55,121,23.09
210571,2000,407,231,176,207,84,123,53.25
210669,2000,561,291,270,393,175,218,74.91
210775,2000,236,149,87,70,22,48,32.21
211088,2000,294,228,66,147,27,120,52.63
211158,2000,1414,912,502,587,153,434,47.59
211291,2000,914,454,460,773,376,397,87.44
211352,2000,359,221,138,161,50,111,50.23
211361,2000,840,398,442,187,83,104,26.13
211431,2000,180,178,2,85,0,85,47.75
211440,2000,1325,516,809,920,537,383,74.22
211468,2000,200,198,2,109,0,109,55.05
211556,2000,138,138,0,54,0,54,39.13
211583,2000,104,98,6,51,1,50,51.02
211608,2000,291,151,140,34,9,25,16.56
211644,2000,1305,813,492,330,99,231,28.41
211981,2000,380,188,192,160,63,97,51.6
212009,2000,594,340,254,464,188,276,81.18
212054,2000,2125,810,1315,275,97,178,21.98
212106,2000,1257,733,524,650,243,407,55.53
212115,2000,878,522,356,193,57,136,26.05
212133,2000,400,279,121,229,60,169,60.57
212160,2000,1304,731,573,297,88,209,28.59
212197,2000,474,318,156,310,98,212,66.67
212577,2000,510,251,259,382,179,203,80.88
212601,2000,563,327,236,257,87,170,51.99
212832,2000,179,141,38,70,10,60,42.55
212911,2000,334,181,153,305,140,165,91.16
213020,2000,2776,1607,1169,605,167,438,27.26
213251,2000,359,207,152,265,105,160,77.29
213321,2000,457,199,258,285,133,152,76.38
213349,2000,1528,925,603,422,100,322,34.81
213358,2000,351,199,152,200,98,102,51.26
213367,2000,774,404,370,455,203,252,62.38
213385,2000,558,280,278,490,238,252,90
213507,2000,388,225,163,242,85,157,69.78
213543,2000,1127,464,663,845,473,372,80.17
213613,2000,890,522,368,250,68,182,34.87
213668,2000,337,177,160,199,90,109,61.58
213783,2000,639,363,276,183,79,104,28.65
213826,2000,257,188,69,100,29,71,37.77
213996,2000,741,451,290,500,184,316,70.07
214041,2000,1265,768,497,463,163,300,39.06
214069,2000,261,185,76,160,39,121,65.41
214157,2000,378,236,142,246,80,166,70.34
214175,2000,579,340,239,480,196,284,83.53
214272,2000,299,164,135,87,34,53,32.32
214777,2000,5621,2866,2755,3127,1277,1850,64.55
215062,2000,2270,1125,1145,1986,967,1019,90.58
215743,2000,355,210,145,159,58,101,48.1
215798,2000,302,141,161,192,99,93,65.96
215929,2000,833,472,361,625,259,366,77.54
216010,2000,1520,831,689,679,233,446,53.67
216038,2000,1346,794,552,372,105,267,33.63
216287,2000,366,195,171,316,141,175,89.74
216339,2000,3031,1767,1264,857,318,539,30.5
216524,2000,376,214,162,287,112,175,81.78
216694,2000,328,160,168,146,57,89,55.62
216764,2000,1715,1085,630,536,127,409,37.7
216807,2000,340,199,141,230,87,143,71.86
216852,2000,534,231,303,218,96,122,52.81
216931,2000,460,196,264,194,93,101,51.53
217059,2000,900,510,390,366,129,237,46.47
217156,2000,1415,767,648,1177,530,647,84.35
217402,2000,930,527,403,775,328,447,84.82
217536,2000,510,383,127,273,63,210,54.83
217776,2000,92,51,41,33,12,21,41.18
217819,2000,1985,1337,648,835,215,620,46.37
217882,2000,3028,1451,1577,1333,496,837,57.68
217998,2000,138,79,59,89,31,58,73.42
218061,2000,602,356,246,95,33,62,17.42
218229,2000,509,321,188,88,23,65,20.25
218238,2000,103,49,54,23,6,17,34.69
218399,2000,265,167,98,48,14,34,20.36
218414,2000,181,80,101,58,25,33,41.25
218663,2000,2475,1394,1081,988,351,637,45.7
218724,2000,784,434,350,157,57,100,23.04
218733,2000,571,307,264,170,48,122,39.74
218742,2000,546,358,188,94,24,70,19.55
218973,2000,308,150,158,222,104,118,78.67
219000,2000,460,286,174,222,76,146,51.05
219046,2000,586,361,225,48,11,37,10.25
219082,2000,351,149,202,51,25,26,17.45
219198,2000,154,97,57,46,21,25,25.77
219259,2000,446,257,189,61,10,51,19.84
219356,2000,1446,740,706,327,129,198,26.76
219471,2000,918,504,414,199,62,137,27.18
219602,2000,870,554,316,101,29,72,13
219709,2000,516,309,207,278,108,170,55.02
219718,2000,137,44,93,17,7,10,22.73
219949,2000,189,78,111,28,9,19,24.36
220075,2000,1483,824,659,244,73,171,20.75
220215,2000,357,198,159,132,60,72,36.36
